section_id,cited_section_id,act,citation_path,phrase,bound_kind,bound_date,bound_year,bound_precision,phrase_match,batch_id,prompt_sha256,context_used
18238,17863,ITA,"127(9)""specified percentage""(f)(ii)",for taxation years that began before 1996,end,,1996,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18239,17863,ITA,"127(9)""specified percentage""(f)(iii)",for taxation years that began before 1996,end,,1996,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18243,17863,ITA,"127(9)""specified percentage""(f.1)(i)(A)","before 2015, 20%",step_down,,2015,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18244,17863,ITA,"127(9)""specified percentage""(f.1)(i)(B)","after 2014, 15%",step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18248,17863,ITA,"127(9)""specified percentage""(g)(i)","before 1989, 60%",step_down,,1989,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18249,17863,ITA,"127(9)""specified percentage""(g)(ii)","after 1988, 45%",step_down,,1988,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18253,17863,ITA,"127(9)""specified percentage""(j)(i)","before 2013, 10%",step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18254,17863,ITA,"127(9)""specified percentage""(j)(ii)","in 2013, 5%",step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18255,17863,ITA,"127(9)""specified percentage""(j)(iii)","after 2013, 0%",step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18257,17863,ITA,"127(9)""specified percentage""(k)(i)","before 2014, 10%,",step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18258,17863,ITA,"127(9)""specified percentage""(k)(ii)",after 2013,step_down,,2013,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18258,17863,ITA,"127(9)""specified percentage""(k)(ii)",before 2016,step_down,,2016,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18259,17863,ITA,"127(9)""specified percentage""(k)(ii)(A)","entered into by the taxpayer before March 29, 2012",end,2012-03-29,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18261,17863,ITA,"127(9)""specified percentage""(k)(ii)(B)(I)","the construction of the mine was started by, or on behalf of, the taxpayer before March 29, 2012",end,2012-03-29,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18262,17863,ITA,"127(9)""specified percentage""(k)(ii)(B)(II)","was started by, or on behalf of, the taxpayer before March 29, 2012",end,2012-03-29,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18264,17863,ITA,"127(9)""specified percentage""(k)(iii)(A)","in 2014, 7%",step_down,,2014,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18265,17863,ITA,"127(9)""specified percentage""(k)(iii)(B)","in 2015, 5%",step_down,,2015,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18266,17863,ITA,"127(9)""specified percentage""(k)(iii)(C)","after 2015, 0%",step_down,,2015,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18284,17863,ITA,127(9.01)(b),that have ended after 1997,start,,1997,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18287,17863,ITA,127(9.02)(b),that have ended after 1997,start,,1997,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18767,18735,ITA,127.4(6)(a.1)(i),the taxation year for which a claim is made under subsection (2) in respect of the original acquisition is 2016,step_down,,2016,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18770,18735,ITA,127.4(6)(a.2)(i),the taxation year for which a claim is made under subsection (2) in respect of the original acquisition is after 2016,start,,2016,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18773,18735,ITA,127.4(6)(c),"the individual dies after December 5, 1996",start,1996-12-05,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18852,18839,ITA,"127.43(1)""qualifying period""","begins on September 1, 2021",start,2021-09-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18852,18839,ITA,"127.43(1)""qualifying period""","ends on December 31, 2022",end,2022-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18855,18839,ITA,"127.43(1)""total per location expense""(a)~f1",for the first taxation year that ends after 2021,start,,2021,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18862,18839,ITA,127.43(2),a taxation year that ends after 2021,start,,2021,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18863,18839,ITA,127.43(3),that ends after 2021,start,,2021,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18977,18872,ITA,"127.44(1)""qualified CCUS project""(d)(i)","was on or before April 7, 2022",end,2022-04-07,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
18986,18872,ITA,"127.44(1)""specified percentage""(a)(i)(A)",after 2021,step_down,,2021,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18986,18872,ITA,"127.44(1)""specified percentage""(a)(i)(A)",before 2036,step_down,,2036,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18987,18872,ITA,"127.44(1)""specified percentage""(a)(i)(B)","after 2035 and before 2041, 30%",step_down,,2035,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18987,18872,ITA,"127.44(1)""specified percentage""(a)(i)(B)","after 2035 and before 2041, 30%",step_down,,2041,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18988,18872,ITA,"127.44(1)""specified percentage""(a)(i)(C)","after 2040, 0%",step_down,,2040,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18990,18872,ITA,"127.44(1)""specified percentage""(a)(ii)(A)","after 2021 and before 2036, 50%,",step_down,,2021,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18990,18872,ITA,"127.44(1)""specified percentage""(a)(ii)(A)","after 2021 and before 2036, 50%,",step_down,,2036,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18991,18872,ITA,"127.44(1)""specified percentage""(a)(ii)(B)",after 2035,step_down,,2035,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18991,18872,ITA,"127.44(1)""specified percentage""(a)(ii)(B)",before 2041,step_down,,2041,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18992,18872,ITA,"127.44(1)""specified percentage""(a)(ii)(C)","after 2040, 0%",step_down,,2040,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18994,18872,ITA,"127.44(1)""specified percentage""(b)(i)",after 2021,step_down,,2021,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18994,18872,ITA,"127.44(1)""specified percentage""(b)(i)",before 2036,step_down,,2036,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18995,18872,ITA,"127.44(1)""specified percentage""(b)(ii)",after 2035,step_down,,2035,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18995,18872,ITA,"127.44(1)""specified percentage""(b)(ii)",before 2041,step_down,,2041,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
18996,18872,ITA,"127.44(1)""specified percentage""(b)(iii)","after 2040, 0%",step_down,,2040,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19077,18872,ITA,127.44(17),"until the later of December 31, 2026 and one year after the filing-due date referred to in subsection (2)",end,2026-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19026,18872,ITA,127.44(9)(b)(i),after 2040,end,,2040,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19026,18872,ITA,127.44(9)(b)(i),incurred by the taxpayer before 2022,start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19101,19078,ITA,"127.45(1)""clean technology property""(d)(viii)","acquired after November 20, 2023",start,2023-11-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19174,19078,ITA,"127.45(1)""specified percentage""(a)","before March 28, 2023",end,2023-03-28,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19176,19078,ITA,"127.45(1)""specified percentage""(b)(i)","before January 1, 2034",step_down,2034-01-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19176,19078,ITA,"127.45(1)""specified percentage""(b)(i)","on or after March 28, 2023",step_down,2023-03-28,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19177,19078,ITA,"127.45(1)""specified percentage""(b)(ii)","after December 31, 2033",step_down,2033-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19177,19078,ITA,"127.45(1)""specified percentage""(b)(ii)","before January 1, 2035",step_down,2035-01-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19178,19078,ITA,"127.45(1)""specified percentage""(c)","after December 31, 2034, nil",step_down,2034-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19237,19078,ITA,127.45(3),"on or before the later of December 31, 2026 and the day that is one year after the taxpayer’s filing-due date for the year",end,2026-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19456,19410,ITA,"127.48(1)""eligible clean hydrogen property""(a)","on or after March 28, 2023",start,2023-03-28,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19499,19410,ITA,"127.48(1)""eligible power purchase agreement""(a)(i)(A)","November 3, 2022",start,2022-11-03,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19588,19410,ITA,"127.48(1)""specified percentage""(a)(i)(A)","before 2034, 40%,",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19589,19410,ITA,"127.48(1)""specified percentage""(a)(i)(B)","in 2034, 20%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19590,19410,ITA,"127.48(1)""specified percentage""(a)(i)(C)","after 2034, 0%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19592,19410,ITA,"127.48(1)""specified percentage""(a)(ii)(A)","before 2034, 25%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19593,19410,ITA,"127.48(1)""specified percentage""(a)(ii)(B)","in 2034, 12.5%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19594,19410,ITA,"127.48(1)""specified percentage""(a)(ii)(C)","after 2034, 0%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19596,19410,ITA,"127.48(1)""specified percentage""(a)(iii)(A)","before 2034, 15%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19597,19410,ITA,"127.48(1)""specified percentage""(a)(iii)(B)","in 2034, 7.5%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19598,19410,ITA,"127.48(1)""specified percentage""(a)(iii)(C)","after 2034, 0%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19602,19410,ITA,"127.48(1)""specified percentage""(b)(i)(A)","before 2034, 15%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19603,19410,ITA,"127.48(1)""specified percentage""(b)(i)(B)","in 2034, 7.5%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19604,19410,ITA,"127.48(1)""specified percentage""(b)(i)(C)","after 2034, 0%",step_down,,2034,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19608,19410,ITA,127.48(4),"on or before the later of December 31, 2026 and the day that is one year after the taxpayer’s filing-due date for the year",end,2026-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19843,19755,ITA,"127.49(1)""specified percentage""(a)","before January 1, 2024",end,2024-01-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19845,19755,ITA,"127.49(1)""specified percentage""(b)(i)","after December 31, 2023",step_down,2023-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19845,19755,ITA,"127.49(1)""specified percentage""(b)(i)","before January 1, 2032",step_down,2032-01-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19846,19755,ITA,"127.49(1)""specified percentage""(b)(ii)","after December 31, 2031",step_down,2031-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19846,19755,ITA,"127.49(1)""specified percentage""(b)(ii)","before January 1, 2033",step_down,2033-01-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19847,19755,ITA,"127.49(1)""specified percentage""(b)(iii)","after December 31, 2032",step_down,2032-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19847,19755,ITA,"127.49(1)""specified percentage""(b)(iii)","before January 1, 2034, 10%",step_down,2034-01-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19848,19755,ITA,"127.49(1)""specified percentage""(b)(iv)","after December 31, 2033",step_down,2033-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19848,19755,ITA,"127.49(1)""specified percentage""(b)(iv)","before January 1, 2035",step_down,2035-01-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
19849,19755,ITA,"127.49(1)""specified percentage""(c)","after December 31, 2034, nil",step_down,2034-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
19860,19755,ITA,127.49(3),"on or before the later of December 31, 2026 and the day that is one year after the taxpayer’s filing-due date for the year",end,2026-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20624,20606,ITA,129(1.1),for a taxation year ending after 1977,start,,1977,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20638,20606,ITA,129(3.1),"a taxation year that begins after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20639,20606,ITA,129(3.1)(a),"disposed of before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20640,20606,ITA,129(3.1)(b),"entered into before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20641,20606,ITA,129(3.1)(c),"at any time after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20641,20606,ITA,129(3.1)(c),"that occurred before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20663,20606,ITA,"129(4)""eligible refundable dividend tax on hand""(a)(iii)",in a taxation year that began after 2018,start,,2018,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20664,20606,ITA,"129(4)""eligible refundable dividend tax on hand""(a)(iii)(A)",that ended after 2018,start,,2018,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
20717,20606,ITA,129(6),in any particular taxation year commencing after 1972,start,,1972,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
21331,21308,ITA,"135.1(1)""tax deferred cooperative share""(a)",after 2005,start,,2005,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
21331,21308,ITA,"135.1(1)""tax deferred cooperative share""(a)",before 2031,end,,2031,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
21364,21308,ITA,135.1(9),"after September 28, 2009",start,2009-09-28,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23314,23239,ITA,"146(1)""RRSP dollar limit""(a)",for years other than 1996 and 2003,at,,1996,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
23314,23239,ITA,"146(1)""RRSP dollar limit""(a)",for years other than 1996 and 2003,at,,2003,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
23315,23239,ITA,"146(1)""RRSP dollar limit""(b)","for 1996, $13,500",step_down,,1996,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23316,23239,ITA,"146(1)""RRSP dollar limit""(c)","for 2003, $14,500",step_down,,2003,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23322,23239,ITA,"146(1)""retirement income""(a)","in the case of a plan entered into before March 14, 1957",end,1957-03-14,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23353,23239,ITA,"146(1)""unused RRSP deduction room""(a)",for taxation years ending before 1991,end,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23354,23239,ITA,"146(1)""unused RRSP deduction room""(b)",for taxation years that end after 1990,start,,1990,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
23357,23239,ITA,146(1.1)~f1,each such preceding taxation year that is after 2002,start,,2002,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23393,23239,ITA,146(4)(a),"has, after June 18, 1971, borrowed money",start,1971-06-18,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
23400,23239,ITA,146(5)(a),a premium paid by the taxpayer after 1990,start,,1990,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23411,23239,ITA,146(5)(a)(v)(B),transfers occurring before 1991,end,,1991,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
23414,23239,ITA,146(5.1)(a),a premium paid by the taxpayer after 1990,start,,1990,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
